Date,Vendor,Pro,Site,BSC,Cell,TRX,SDCCH,TCH,Trafic offer,SD Attempt,SD Cong,SCR,SD Suc,SD Drop,SDR,TCH Attempt,TCH Succ,TCH Cong,TCR,TASR,CSSR,Call Suc,Call Drop,CDR,HO Attempt,HO Suc,HOSR,HI Attempt,HI Suc,HISR,Erlang peak,Erlang HR,TU (non HR),% Traffic HR,Erl/TRx,TU 80%,TU 100%,No TRX site,CSSR fail,HO fail,HI fail,DL LLC Data Volume (MB),UL LLC Data Volume (MB),DL TBF Congestion Rate (DTCR),UL TBF Congestion Rate (UTCR)
10/3/2014 18:00,Nokia,INH,INH182B,BCMP03,INH1827,3,39,15.54,9.83,2306,0,0,2306,8,0.35,932,930,0,0,99.79,99.44,930,8,0.76,612,604,98.69,753,722,95.88,11.33,6.988889,115.32,61.67,3.776666667,58.79605605,49.62768287,7,10,8,31,21.68456738,5.764014648,0.404583118,0
10/3/2014 18:00,Nokia,INH,INH182B,BCMP03,INH1828,2,23,10.79,5.84,925,0,0,925,13,1.41,406,399,0,0,98.28,96.89,399,3,0.76,592,587,99.16,595,582,97.82,4.14,1.566667,70.94,37.8,2.07,33.57664234,29.48717949,7,20,5,13,2.536357422,0.646405273,0.036920805,0
10/3/2014 18:00,Nokia,INH,INH182B,BCMP03,INH1829,2,23,10.66,5.84,770,0,0,770,7,0.91,360,360,0,0,100,99.09,360,0,0,612,607,99.18,638,608,95.3,3.61,1.616667,61.72,44.84,1.805,29.27818329,25.71225071,7,7,5,30,22.00026172,1.729929688,0,0
10/3/2014 18:00,Nokia,INH,INH186,BCMP03,INH1861,3,39,15.72,9.83,2032,0,0,2032,9,0.44,852,849,0,0,99.65,99.21,849,9,1.07,298,296,99.33,297,292,98.32,10.02,6.094444,101.98,60.81,3.34,49.72704715,43.88961892,8,12,2,5,34.81267383,12.61696777,0,0
10/3/2014 18:00,Nokia,INH,INH186,BCMP03,INH1862,3,39,16.86,10.66,2037,0,0,2037,7,0.34,932,924,0,0,99.14,98.8,924,10,1.06,400,392,98,424,413,97.41,9.37,3.622222,87.87,38.67,3.123333333,42.72685819,38.04303695,8,15,8,11,6.829064453,1.085148438,0,0
10/3/2014 19:00,Nokia,INH,INH186,BCMP03,INH1863,2,23,10.56,5.84,1318,0,0,1318,7,0.53,513,498,1,0.1953125,97.08,96.57,498,6,1.16,219,219,100,246,238,96.75,6.86,4.011111,117.44,58.46,3.43,55.63665856,48.86039886,8,22,0,8,19.74291504,2.000563477,0,0
10/3/2014 18:00,Nokia,INH,INH188,BCMP03,INH1881,4,55,22.34,14.9,1458,0,0,1458,7,0.48,602,601,0,0,99.83,99.35,601,6,1.02,572,569,99.48,560,557,99.46,6.53,0.9,43.81,13.79,1.6325,21.06451613,18.82929642,10,8,3,3,11.08127637,3.674396484,0,0
10/3/2014 19:00,Nokia,INH,INH188,BCMP03,INH1882,4,55,21.89,14.9,2281,0,0,2281,6,0.26,603,602,0,0,99.83,99.57,602,2,0.32,339,332,97.94,366,359,98.09,6.47,0.3111111,43.44,4.81,1.6175,21.50930851,19.16469194,10,7,7,7,14.43841406,2.996325195,0,0
10/3/2014 18:00,Nokia,INH,INH188,BCMP03,INH1883,2,23,10.55,5.84,1805,0,0,1805,13,0.72,519,517,0,0,99.61,98.89,517,9,1.79,332,331,99.7,321,318,99.07,6.22,4.872222,106.51,78.3,3.11,54.13402959,44.3019943,10,15,1,3,15.3635332,2.186670898,0,0
10/3/2014 19:00,Nokia,INH,INH189,BCMP03,INH1891,4,55,21.76,14.9,3109,0,0,3109,41,1.32,1177,1171,0,0,99.49,98.18,1171,13,1.15,466,447,95.92,415,411,99.04,15.31,10.78333,102.72,70.45,3.8275,50.89760638,45.34952607,13,47,19,4,33.65268164,2.92546582,0,0
10/3/2014 18:00,Nokia,INH,INH189,BCMP03,INH1892,3,39,16.48,9.83,1255,0,0,1255,3,0.24,510,511,0,0,100.2,99.96,511,2,0.38,1007,999,99.21,1031,1010,97.96,5.98,2,60.88,33.43,1.993333333,28.42205323,25.20016856,13,2,8,21,28.87681641,2.148286133,0,0
10/3/2014 18:00,Nokia,INH,INH189,BCMP03,INH1893,6,87,33.71,25.53,3039,0,0,3039,4,0.13,1229,1223,0,0,99.51,99.38,1223,2,0.16,753,744,98.8,749,741,98.93,14.62,2.722222,57.25,18.62,2.436666667,29.45205479,25.97725657,13,10,9,8,56.20261035,15.0301123,0.013938577,0
10/3/2014 18:00,Nokia,INH,INH190,BCMP03,INH1901,4,55,22.53,15.76,1966,0,0,1966,2,0.1,895,891,0,0,99.55,99.45,891,3,0.34,1202,1202,100,1192,1185,99.41,10.87,3.405555,68.95,31.34,2.7175,35.06451613,30.52513339,11,6,0,7,45.47316699,12.58022461,0,0
10/3/2014 18:00,Nokia,INH,INH190,BCMP03,INH1902,4,55,22.78,15.76,1071,0,0,1071,2,0.19,532,531,0,0,99.81,99.62,531,0,0,1405,1404,99.93,1467,1463,99.73,8.14,2.711111,51.68,33.29,2.035,25.50125313,22.85874754,11,3,1,4,6.126500977,2.184821289,0,0
10/3/2014 18:00,Nokia,INH,INH190,BCMP03,INH1903,3,39,15.36,9.01,1695,0,0,1695,9,0.53,819,812,0,0,99.15,98.62,812,20,2.6,1501,1498,99.8,1457,1456,99.93,10.65,6.861111,118.2,64.42,3.55,55.2672548,48.56361149,11,16,3,1,23.45608789,4.464973633,0,0
10/3/2014 18:00,Nokia,INH,INH191,BCMP03,INH1911,4,55,22.8,15.76,1112,0,0,1112,5,0.45,487,484,0,0,99.38,98.93,484,2,0.37,341,342,100.29,396,395,99.75,5.13,1.933333,32.54,37.7,1.2825,16.07142857,14.40606571,6,8,-1,1,60.76686035,6.979325195,0,0
10/3/2014 14:00,Nokia,INH,INH191,BCMP03,INH1912,2,23,9.77,5.08,1244,0,0,1244,4,0.32,476,473,0,0,99.37,99.05,473,2,0.46,470,470,100,431,429,99.54,5.19,3.85,102.17,74.12,2.595,48.68667917,42.09245742,6,7,0,2,104.1067314,11.67370703,0,0
10/3/2014 0:00,Nokia,INH,INH191,BCMP03,INH1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,6,0,0,0,0,0,#DIV/0!,#DIV/0!
10/3/2014 18:00,Nokia,INH,INH192,BCMP03,INH1921,2,23,10.68,5.84,268,0,0,268,4,1.49,73,70,0,0,95.89,94.46,70,1,1.28,154,154,100,164,162,98.78,1.53,0.005555556,26.15,0.36,0.765,12.40875912,10.8974359,6,7,0,2,0.504566406,0.160105469,0,0
10/3/2014 18:00,Nokia,INH,INH192,BCMP03,INH1922,2,23,10.57,5.84,356,0,0,356,4,1.12,129,128,0,0,99.22,98.11,128,1,0.7,243,240,98.77,255,255,100,2.32,0.05555556,39.66,2.4,1.16,18.81589619,16.52421652,6,5,3,0,0.690230469,0.241481445,0,0
10/3/2014 15:00,Nokia,INH,INH192,BCMP03,INH1923,2,23,10.57,5.84,454,0,0,454,2,0.44,191,189,0,0,98.95,98.51,189,3,1.9,213,213,100,183,182,99.45,3,0.2444444,51.35,8.15,1.5,24.33090024,21.36752137,6,4,0,1,22.58550781,2.093389648,0,0
10/3/2014 18:00,Nokia,INH,INH193,BCMP03,INH1931,2,23,11,5.84,140,0,0,140,0,0,69,69,0,0,100,100,69,1,1.52,31,31,100,28,28,100,1.06,0,18.07,0,0.53,8.596918086,7.11409396,6,0,0,0,0.079044922,0.101150391,0,0
10/3/2014 19:00,Nokia,INH,INH193,BCMP03,INH1932,2,23,11,5.84,89,0,0,89,7,7.87,33,33,0,0,100,92.13,33,2,5.26,26,26,100,31,31,100,0.69,0,11.89,0,0.345,5.596107056,4.630872483,6,7,0,0,0.003438477,0.00399707,0,0
10/3/2014 10:00,Nokia,INH,INH193,BCMP03,INH1933,2,23,10.97,5.84,98,0,0,98,2,2.04,58,55,0,0,94.83,92.9,55,0,0,13,13,100,14,14,100,0.78,0,13.41,0,0.39,6.326034063,5.555555556,6,5,0,0,0.003132813,0.005566406,0,0
10/3/2014 18:00,Nokia,INH,INH194,BCMP03,INH1941,2,23,10.65,5.84,1352,0,0,1352,7,0.52,455,456,0,0,100.22,99.7,456,2,0.44,429,426,99.3,429,424,98.83,4.21,1.455556,72.08,34.56,2.105,34.14436334,29.98575499,8,6,3,5,9.715617188,1.11365625,0,0
10/3/2014 19:00,Nokia,INH,INH194,BCMP03,INH1942,2,23,10.88,5.84,213,0,0,213,1,0.47,87,87,0,0,100,99.53,87,2,2.33,118,118,100,117,117,100,1.28,0.1333333,21.97,10.39,0.64,10.3811841,9.116809117,8,1,0,0,0.07156543,0.208823242,0,0
10/3/2014 19:00,Nokia,INH,INH194,BCMP03,INH1943,4,55,22.27,14.9,3170,0,0,3170,4,0.13,965,962,0,0,99.69,99.56,962,4,0.41,464,460,99.14,470,469,99.79,9.16,1.966667,61.45,21.48,2.29,29.5483871,26.41291811,8,7,4,1,8.618094727,3.694625977,0,0
10/3/2014 17:00,Nokia,INH,INH195,BCMP03,INH1951,2,23,10.82,5.84,823,0,0,823,4,0.49,246,245,0,0,99.59,99.1,245,3,1.24,315,313,99.37,316,310,98.1,2.94,0.3722222,50.31,12.67,1.47,23.84428224,20.94017094,6,5,2,6,7.615477539,1.931543945,0.025873221,0
10/3/2014 17:00,Nokia,INH,INH195,BCMP03,INH1952,2,23,10.91,5.84,519,0,0,519,2,0.39,144,141,0,0,97.92,97.54,141,3,1.99,97,94,96.91,105,104,99.05,1.46,0.03888889,25.01,2.66,0.73,11.84103812,10.3988604,6,5,3,1,0.068250977,0.079014648,0,0
10/3/2014 11:00,Nokia,INH,INH195,BCMP03,INH1953,2,23,10.98,5.84,259,0,0,259,0,0,85,84,0,0,98.82,98.82,84,0,0,157,157,100,159,159,100,1.37,0.04444445,23.49,3.24,0.685,11.11111111,9.757834758,6,1,0,0,0.123728516,0.078517578,0,0
10/3/2014 19:00,Nokia,INH,INH196,BCMP03,INH1961,4,63,20.98,14.04,1936,0,0,1936,13,0.67,632,630,0,0,99.68,99.01,630,6,1,1081,1064,98.43,1057,1036,98.01,7.74,0.8388889,55.12,10.84,1.935,27.39823009,24.2481203,12,15,17,21,116.989957,9.503824219,0,0
10/3/2014 19:00,Nokia,INH,INH196,BCMP03,INH1962,4,55,20.91,14.04,1874,0,0,1874,24,1.28,531,522,0,0,98.31,97.05,522,12,2.35,1116,1104,98.92,1120,1092,97.5,6.28,0.7777778,44.71,12.39,1.57,22.2300885,19.67418546,12,33,12,28,102.0558828,9.324560547,0,0
10/3/2014 19:00,Nokia,INH,INH196,BCMP03,INH1963,4,55,21.51,14.9,4459,0,0,4459,19,0.43,1524,1514,0,0,99.34,98.91,1514,21,1.37,380,361,95,388,384,98.97,18.01,12.35556,120.88,68.6,4.5025,61.74151526,53.3471564,12,29,19,4,30.98227637,4.617360352,0,0
10/3/2014 18:00,Nokia,INH,INH197,BCMP03,INH1971,4,55,22.51,15.76,1767,0,0,1767,7,0.4,803,799,0,0,99.5,99.1,799,5,0.63,670,665,99.25,659,658,99.85,8.03,1.572222,50.94,19.58,2.0075,25.90322581,22.54984555,11,11,5,1,7.272983398,1.44921875,0.009706853,0
10/3/2014 19:00,Nokia,INH,INH197,BCMP03,INH1972,4,55,22.36,14.9,321,0,0,321,1,0.31,128,128,0,0,100,99.69,128,2,1.41,179,177,98.88,191,191,100,2.09,0.04444445,14.02,2.13,0.5225,6.741935484,6.026528258,11,1,2,0,11.9820625,1.627428711,0,0
10/3/2014 18:00,Nokia,INH,INH197,BCMP03,INH1973,3,39,16.14,9.83,2021,0,0,2021,10,0.49,921,919,0,0,99.78,99.29,919,8,0.9,458,457,99.78,425,425,100,8.63,5.383333,87.84,62.36,2.876666667,41.01711027,36.36746734,11,12,1,0,3.948566406,3.123499023,0,0
10/3/2014 18:00,Nokia,INH,INH198,BCMP03,INH1981,2,23,10.83,5.84,625,0,0,625,3,0.48,176,176,0,0,100,99.52,176,3,1.59,242,239,98.76,258,252,97.67,1.93,0.03888889,33.09,2.01,0.965,15.65287916,13.74643875,6,3,3,6,2.436671875,0.408260742,0,0
10/3/2014 18:00,Nokia,INH,INH198,BCMP03,INH1982,2,23,10.97,5.84,1049,0,0,1049,6,0.57,266,265,0,0,99.62,99.05,265,1,0.39,155,154,99.35,143,143,100,2.48,0.1388889,42.51,5.59,1.24,20.1135442,17.66381766,6,7,1,0,1.541621094,1.923588867,0,0
10/3/2014 18:00,Nokia,INH,INH198,BCMP03,INH1983,2,23,10.98,5.84,688,0,0,688,7,1.02,190,183,0,0,96.32,95.34,183,0,0,266,264,99.25,258,256,99.22,2.02,0.07777778,34.62,3.85,1.01,16.38280616,14.38746439,6,14,2,2,4.24097168,1.042542969,0,0
10/3/2014 18:00,Nokia,INH,INH199,BCMP03,INH1991,2,23,10.39,5.08,2545,0,0,2545,11,0.43,438,437,0,0,99.77,99.34,437,4,0.87,507,478,94.28,522,500,95.79,4.67,2.133333,91.79,45.71,2.335,40.64403829,35.43247344,8,12,29,22,2.928913086,1.649865234,0,0
10/3/2014 18:00,Nokia,INH,INH199,BCMP03,INH1992,4,55,22.54,15.76,1453,0,0,1453,6,0.41,498,497,0,0,99.8,99.39,497,0,0,437,429,98.17,422,421,99.76,7.41,2.305556,47.02,31.11,1.8525,23.90322581,20.80876158,8,7,8,1,21.23020898,2.359125977,0,0
10/3/2014 18:00,Nokia,INH,INH199,BCMP03,INH1993,2,23,10.87,5.84,1840,0,0,1840,3,0.16,439,440,0,0,100.23,100.07,440,3,0.67,409,405,99.02,420,413,98.33,4.66,4.138889,79.79,88.8,2.33,37.79399838,33.19088319,8,2,4,7,13.32729102,0.845474609,0,0
10/3/2014 18:00,Nokia,INH,INH200,BCMP03,INH2001,4,55,22.25,14.9,1310,0,0,1310,5,0.38,635,629,0,0,99.06,98.68,629,1,0.15,758,758,100,780,780,100,7.76,0.9111111,52.05,11.75,1.94,25.03225806,22.37600923,9,11,0,0,1.463179688,2.484496094,0,0
10/3/2014 18:00,Nokia,INH,INH200,BCMP03,INH2002,3,39,16.73,10.66,1052,0,0,1052,4,0.38,445,440,0,0,98.88,98.5,440,3,0.7,765,765,100,755,754,99.87,5.34,1.238889,50.08,23.2,1.78,24.3502052,21.68087698,9,9,0,1,8.940587891,2.869446289,0,0
10/3/2014 18:00,Nokia,INH,INH200,BCMP03,INH2003,2,23,8.14,3.63,942,0,0,942,3,0.32,424,420,0,0,99.06,98.74,420,5,1.23,497,496,99.8,484,484,100,5.32,4.222222,146.59,79.41,2.66,64.87804878,54.13105413,9,7,1,0,158.9920273,5.267542969,0,0
10/3/2014 19:00,Nokia,INH,INH201,BCMP03,INH2011,2,23,8.99,4.34,828,0,0,828,1,0.12,449,441,0,0,98.22,98.1,441,2,0.51,1457,1455,99.86,1408,1405,99.79,5.55,4.972222,127.73,89.59,2.775,56.47130647,52.06378987,8,9,2,3,147.2223652,7.269140625,0,0
10/3/2014 19:00,Nokia,INH,INH201,BCMP03,INH2012,3,47,17,10.66,530,0,0,530,1,0.19,279,277,0,0,99.28,99.09,277,3,0.91,840,840,100,895,894,99.89,6.26,2.377778,58.73,37.98,2.086666667,28.54537164,24.52017235,8,3,0,1,0,0,#DIV/0!,#DIV/0!
10/3/2014 19:00,Nokia,INH,INH201,BCMP03,INH2013,3,39,16.75,10.66,680,0,0,680,4,0.59,346,345,0,0,99.71,99.12,345,8,2.35,1273,1271,99.84,1269,1266,99.76,6.34,4.772222,59.52,75.22,2.113333333,28.91016872,25.7409663,8,5,2,3,2.098912109,0.720323242,0.018898233,0
10/3/2014 18:00,Nokia,INH,INH202,BCMP03,INH2021,2,23,10.95,5.84,401,0,0,401,5,1.25,198,200,0,0,101.01,99.75,200,4,1.98,361,361,100,362,363,100.28,2.88,0.7611111,49.36,26.4,1.44,23.35766423,20.51282051,6,3,0,-1,0.025108398,0.051417969,0,0
10/3/2014 18:00,Nokia,INH,INH202,BCMP03,INH2022,2,23,10.72,5.84,781,0,0,781,14,1.79,360,352,0,0,97.78,96.03,352,12,3.29,245,243,99.18,267,256,95.88,3.33,0.3,57.06,9,1.665,27.00729927,23.71794872,6,22,2,11,1.009201172,0.380960938,0.080385852,0
10/3/2014 19:00,Nokia,INH,INH202,BCMP03,INH2023,2,23,10.66,5.84,948,0,0,948,5,0.53,455,448,2,0.4395604,98.46,97.94,448,9,2.08,163,151,92.64,137,136,99.27,6.03,2.527778,103.18,41.94,3.015,48.90510949,42.94871795,6,12,12,1,10.11028027,1.263887695,0,0
10/3/2014 18:00,Nokia,INH,INH203,BCMP03,INH2031,2,23,10.86,5.84,743,0,0,743,23,3.1,315,313,0,0,99.37,96.29,313,1,0.33,501,501,100,491,489,99.59,3.05,1.088889,52.21,35.7,1.525,24.73641525,21.72364672,4,25,0,2,31.40974414,7.236353516,0,0
10/3/2014 19:00,Nokia,INH,INH203,BCMP03,INH2032,2,23,10.63,5.84,770,0,0,770,10,1.3,300,298,0,0,99.33,98.04,298,5,1.46,315,313,99.37,357,357,100,4.16,2.055556,71.13,49.47,2.08,33.73884834,29.62962963,4,12,2,0,19.92654102,4.315044922,0,0
10/3/2014 19:00,Nokia,INH,INH204,BCMP03,INH2041,2,23,10.79,5.84,1085,0,0,1085,5,0.46,480,481,0,0,100.21,99.75,481,6,1.24,292,288,98.63,291,291,100,5.83,4.472222,99.85,76.67,2.915,47.28304947,41.52421652,7,4,4,0,1.710896484,0.645130859,0.019825535,0
10/3/2014 19:00,Nokia,INH,INH204,BCMP03,INH2042,2,23,10.86,5.84,571,0,0,571,1,0.18,240,240,0,0,100,99.82,240,0,0,244,244,100,252,248,98.41,3.34,0.9722222,57.15,29.12,1.67,27.08840227,23.78917379,7,1,0,4,2.1478125,0.820483398,0,0
10/3/2014 18:00,Nokia,INH,INH204,BCMP03,INH2043,3,39,16.43,9.83,3150,0,0,3150,16,0.51,1226,1222,0,0,99.67,99.16,1222,18,1.49,268,265,98.88,259,255,98.46,12.02,9.15,122.33,76.11,4.006666667,57.12927757,50.65318163,7,20,3,4,9.74109375,2.587866211,0.006196939,0
10/3/2014 20:00,Nokia,INH,INH205,BCMP03,INH2051,2,23,11,5.84,195,0,0,195,1,0.51,116,115,0,0,99.14,98.63,115,2,1.32,561,561,100,599,598,99.83,2.11,0.35,36.14,16.58,1.055,17.11273317,14.16107383,7,2,0,1,0.145541016,0.113941406,0,0
10/3/2014 18:00,Nokia,INH,INH205,BCMP03,INH2052,2,23,9.94,5.08,924,0,0,924,1,0.11,494,485,0,0,98.18,98.07,485,3,0.77,608,608,100,513,512,99.81,4.08,1.183333,80.32,28.98,2.04,38.2739212,33.09002433,7,10,0,1,11.75343945,4.710291016,0,0
10/3/2014 18:00,Nokia,INH,INH205,BCMP03,INH2053,3,39,16.62,10.66,1386,0,0,1386,18,1.3,548,531,0,0,96.9,95.64,531,10,1.78,226,225,99.56,256,256,100,6.74,2.188889,63.27,32.45,2.246666667,32.03422053,27.36500203,7,35,1,0,43.19824023,4.623727539,0,0
10/3/2014 18:00,Nokia,INH,INH206,BCMP03,INH2061,4,55,22.6,15.76,2144,0,0,2144,8,0.37,703,701,0,0,99.72,99.35,701,3,0.44,760,753,99.08,747,740,99.06,7.17,0.8111111,45.47,11.32,1.7925,23.12903226,20.1347936,11,10,7,7,8.531119141,1.036841797,0,0
10/3/2014 18:00,Nokia,INH,INH206,BCMP03,INH2062,3,39,15.78,9.83,2227,0,0,2227,9,0.4,590,586,0,0,99.32,98.92,586,7,1.17,815,782,95.95,814,796,97.79,6.45,2.266667,65.63,35.14,2.15,32.00992556,28.25229961,11,13,33,18,50.56477051,9.388591797,0.00544781,0
10/3/2014 18:00,Nokia,INH,INH206,BCMP03,INH2063,4,55,22.36,14.9,2764,0,0,2764,11,0.4,588,585,0,0,99.49,99.09,585,3,0.52,587,586,99.83,606,582,96.04,5.59,0.4888889,37.55,8.74,1.3975,18.03225806,16.11880046,11,14,1,24,3.853604492,0.983774414,0,0
10/3/2014 18:00,Nokia,INH,INH207,BCMP03,INH2071,4,55,22.91,15.76,1311,0,0,1311,3,0.23,501,501,0,0,100,99.77,501,3,0.59,428,425,99.3,432,430,99.54,6.91,0.1277778,43.85,1.85,1.7275,21.64786967,19.40466161,12,3,3,2,0.092563477,0.119423828,0,0
10/3/2014 18:00,Nokia,INH,INH207,BCMP03,INH2072,4,55,22.95,15.76,1099,0,0,1099,5,0.45,492,491,0,0,99.8,99.35,491,4,0.84,802,792,98.75,781,779,99.74,6.17,0.1666667,39.13,2.7,1.5425,19.32957393,17.32659365,12,6,10,2,1.308805664,0.308866211,0,0
10/3/2014 18:00,Nokia,INH,INH207,BCMP03,INH2073,4,55,22.75,15.76,846,0,0,846,1,0.12,441,438,0,0,99.32,99.2,438,6,1.37,1115,1115,100,1119,1116,99.73,6.09,0.4111111,38.64,6.75,1.5225,19.64516129,17.10193766,12,4,0,3,0.489112305,0.232880859,0,0
10/3/2014 18:00,Nokia,INH,INH208,BCMP03,INH2081,2,23,10.46,5.08,360,0,0,360,1,0.28,118,118,0,0,100,99.72,118,0,0,59,59,100,66,63,95.45,1.52,0.1777778,29.94,11.68,0.76,13.22889469,11.53262519,5,1,0,3,53.35958789,7.687351563,0.03683784,0
10/3/2014 0:00,Nokia,INH,INH208,BCMP03,INH2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,5,0,0,0,0,0,#N/A,#N/A
10/3/2014 18:00,Nokia,INH,INH208,BCMP03,INH2083,3,39,15.85,9.83,1630,0,0,1630,11,0.67,679,672,0,0,98.97,98.31,672,11,1.65,74,64,86.49,60,59,98.33,8.51,4.333333,86.54,50.95,2.836666667,42.23325062,37.27551467,5,18,10,1,21.95122559,4.91140332,0,0
10/3/2014 18:00,Nokia,INH,INH209,BCMP03,INH2091,4,55,22.92,15.76,450,0,0,450,1,0.22,210,210,0,0,100,99.78,210,1,0.36,314,311,99.04,389,381,97.94,2.83,0.2944444,17.98,10.39,0.7075,8.865914787,7.947205841,10,1,3,8,1.213569336,0.32462207,0,0
10/3/2014 18:00,Nokia,INH,INH209,BCMP03,INH2092,2,23,10.88,5.84,1093,0,0,1093,2,0.18,478,479,0,0,100.21,100.03,479,0,0,441,435,98.64,383,377,98.43,4.09,0.9777778,70.09,23.88,2.045,33.17112733,29.13105413,10,1,6,6,2.982001953,0.606755859,0,0
10/3/2014 18:00,Nokia,INH,INH209,BCMP03,INH2093,4,55,22.39,14.9,1584,0,0,1584,6,0.38,594,595,0,0,100.17,99.79,595,8,1.35,430,426,99.07,442,424,95.93,6.37,1.055556,42.73,16.58,1.5925,20.5483871,18.36793541,10,5,4,18,16.6811709,2.616234375,0,0
10/3/2014 18:00,Nokia,INH,INH210,BCMP03,INH2101,6,87,34.34,25.53,1836,0,0,1836,4,0.22,852,850,0,0,99.77,99.55,850,2,0.22,641,639,99.69,692,683,98.7,9.58,1.15,37.52,12.01,1.596666667,18.93654873,16.7394723,12,6,2,9,19.56125781,3.765332031,0,0
10/3/2014 18:00,Nokia,INH,INH210,BCMP03,INH2102,4,55,22.26,14.9,1206,0,0,1206,6,0.5,602,599,0,0,99.5,99,599,8,1.42,401,401,100,367,365,99.46,6.47,0.06111111,43.44,0.94,1.6175,20.87096774,18.65628604,12,9,0,2,14.87803906,2.625006836,0,0
10/3/2014 18:00,Nokia,INH,INH210,BCMP03,INH2103,2,23,10.88,5.84,919,0,0,919,4,0.44,435,427,0,0,98.16,97.73,427,8,1.86,106,105,99.06,108,108,100,4.22,1.605556,72.18,38.08,2.11,34.22546634,30.05698006,12,12,1,0,0.799276367,0.287293945,0,0
10/3/2014 18:00,Nokia,INH,INH211,BCMP03,INH2111,2,23,10.74,5.84,1554,0,0,1554,15,0.97,713,707,0,0,99.16,98.2,707,11,1.69,640,635,99.22,578,578,100,7.97,6.35,136.37,79.71,3.985,64.63909165,56.76638177,7,21,5,0,0.702873047,0.702767578,0.033407572,0
10/3/2014 18:00,Nokia,INH,INH211,BCMP03,INH2112,2,23,10.68,5.84,773,0,0,773,9,1.16,279,276,0,0,98.92,97.77,276,0,0,497,496,99.8,555,552,99.46,3.69,1.622222,63.14,43.98,1.845,29.9270073,26.28205128,7,12,1,3,0.125124023,0.166695313,0,0
10/3/2014 18:00,Nokia,INH,INH211,BCMP03,INH2113,3,39,16.82,10.66,1357,0,0,1357,8,0.59,699,698,0,0,99.86,99.27,698,4,0.56,450,449,99.78,461,460,99.78,7.24,3.994444,67.96,55.14,2.413333333,33.01413589,29.39504669,7,9,1,1,1.089722656,0.549571289,0,0
10/3/2014 18:00,Nokia,INH,INH212,BCMP03,INH2121,2,23,9.33,4.34,2709,0,0,2709,16,0.59,664,659,0,0,99.25,98.66,659,5,0.76,623,614,98.56,613,610,99.51,6.24,4.883333,143.59,78.27,3.12,63.49206349,54.30809399,8,21,9,3,58.54769238,8.905087891,0,0
10/3/2014 18:00,Nokia,INH,INH212,BCMP03,INH2122,4,55,22.45,14.9,1100,0,0,1100,1,0.09,501,500,0,0,99.8,99.71,500,5,1.01,300,299,99.67,297,296,99.66,4.96,0.65,33.3,13.1,1.24,16,14.30219146,8,2,1,1,2.577405273,0.699164063,0,0
10/3/2014 18:00,Nokia,INH,INH212,BCMP03,INH2123,2,23,10.74,5.84,1664,0,0,1664,6,0.36,632,627,0,0,99.21,98.85,627,7,1.15,486,482,99.18,476,465,97.69,6.25,5.172222,106.98,82.76,3.125,50.68937551,44.51566952,8,11,4,11,2.009749023,0.557339844,0,0
10/3/2014 18:00,Nokia,INH,INH213,BCMP03,INH2131,2,23,10.88,5.84,600,0,0,600,7,1.17,285,277,0,0,97.19,96.05,277,18,6.43,63,61,96.83,66,64,96.97,3.78,1.111111,64.76,29.37,1.89,30.65693431,26.92307692,8,15,2,2,2.437651367,0.205884766,0,0
10/3/2014 18:00,Nokia,INH,INH213,BCMP03,INH2132,2,23,9.99,5.08,834,0,0,834,8,0.96,385,357,0,0,92.73,91.84,357,14,4.09,195,195,100,183,180,98.36,4.08,1.094444,80.21,26.84,2.04,38.2739212,33.09002433,8,36,0,3,41.1027168,2.549769531,0,0
10/3/2014 19:00,Nokia,INH,INH213,BCMP03,INH2133,4,55,22.83,15.76,908,0,0,908,10,1.1,372,363,0,0,97.58,96.51,363,12,3.31,104,103,99.04,104,103,99.04,6.65,0.1777778,42.2,2.67,1.6625,20.83333333,18.67452963,8,19,1,1,27.23124609,1.694433594,0,0
10/3/2014 18:00,Nokia,INH,INH214,BCMP03,INH2141,4,55,22.18,14.9,2931,0,0,2931,8,0.27,1473,1471,0,0,99.86,99.59,1471,2,0.15,1727,1717,99.42,1631,1623,99.51,12.43,5.027778,83.41,40.46,3.1075,41.3231383,35.84198385,16,10,10,8,139.7936738,19.62368066,0.004572683,0.050498674
10/3/2014 18:00,Nokia,INH,INH214,BCMP03,INH2142,6,87,32.62,24.63,4619,0,0,4619,18,0.39,2162,2152,0,0,99.54,99.15,2152,6,0.29,2701,2685,99.41,2658,2638,99.25,20.56,8.416667,83.46,40.95,3.426666667,43.04857621,37.80801765,16,28,16,20,367.5592949,41.4034541,0.010625453,0.013886317
10/3/2014 19:00,Nokia,INH,INH214,BCMP03,INH2143,6,87,33.34,24.63,2657,0,0,2657,9,0.34,1169,1162,0,0,99.4,99.06,1162,7,0.58,938,916,97.65,975,963,98.77,14.12,2.377778,57.34,16.84,2.353333333,28.44480258,25.51960962,16,16,22,12,34.64694727,13.59910059,0,0
